,id,862,865,866,867,868,869,870,871,872,873,874,875,876,877,878,879,880,881,882,883,884,885,886,887,888,889,890,891,892,893,894,895,896,897,898,899,900,901,902,903,904,905,906,907,908,909,910,911,912,913,914,915,916,917,918,919,920,921,922,923,924,925,926,927,928,929,930,931,932,933,934,935,936,937,938,939,940,947,948,949
0,862.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,865.0,0.185027167,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,866.0,0.184422716,0.085743248,1.000000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,867.0,0.304993391,0.09434104,0.24876222,1.000000477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,868.0,0.133721799,0.111437149,0.149862111,0.051367782,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,869.0,0.28122443,0.10843876,0.057251688,0.188342378,0.200709671,1.000000358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,870.0,0.128147215,0.137446105,0.343523711,0.099805795,0.084800817,0.044805937,0.999999762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,871.0,0.245395958,0.201867238,0.183623806,0.213205621,0.206776291,0.278726369,0.189961046,1.000000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,872.0,0.0269369,0.132406428,0.042277873,0.121690631,-0.011008333,0.13152197,0.079003431,0.131907254,1.000000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,873.0,0.0450949,0.014972938,-0.028303467,-0.022336751,-0.06213931,0.033013336,-0.039103381,0.043926366,-0.011788505,0.999999642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,874.0,0.130337536,-0.012091637,0.145562351,0.07462544,0.157431513,0.358948499,0.096657708,0.00307852,0.009004354,-0.082685389,0.999999702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,875.0,0.042228151,0.064457767,0.022228099,0.035112321,-0.003310964,0.227398515,0.105426766,0.082536004,0.068864651,0.007056665,0.106283039,0.99999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,876.0,0.039892942,0.068489358,0.056519672,0.000807712,-0.0440818,0.042117767,0.003564246,0.053862754,0.019650921,-0.001888517,0.010038573,0.308952123,1.000000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,877.0,0.134760946,0.137874573,0.115941241,0.310431153,0.14446044,0.122812666,0.102452859,0.073358797,0.098911367,-0.061548144,0.163367152,0.104719087,0.190342605,0.999999762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,878.0,0.272234827,0.151440024,0.549365461,0.2743752,0.09651649,0.081659801,0.371071875,0.240920454,0.084687673,-0.111749262,0.080370523,0.013207022,0.016488142,0.129820809,1.000000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,879.0,0.21970804,0.23310639,0.296215683,0.235235333,0.089076012,0.032495826,0.153443858,0.22792241,0.035351977,-0.071908414,0.005910566,-0.063371941,-0.018418208,0.013714611,0.44048354,0.999999642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,880.0,0.269952834,0.113528244,0.496185362,0.218491003,0.046296909,0.027121881,0.33253926,0.205324933,0.085373595,-0.022736058,0.041513041,0.026167359,-0.000381549,0.120874204,0.822072744,0.282503039,1.000000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,881.0,0.335749686,0.298363835,0.238578722,0.311621845,0.036437534,0.058596868,0.123467408,0.145225003,0.044430539,-0.102538809,-0.046067268,0.044750813,-0.015831385,0.147005111,0.329957426,0.34388414,0.317177296,1.000000358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,882.0,0.296156883,-0.007707234,0.312721044,0.229666412,0.199302524,0.131022021,0.117192581,0.201097906,0.028024957,0.065382831,-0.00875403,0.064717703,-0.005135724,0.045275331,0.173164129,0.182531327,0.161201328,0.214312047,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,883.0,0.216948718,0.012711293,0.126994625,0.207277134,0.082858808,0.0738976,0.120060854,0.072780609,-0.01803283,-0.002903763,-0.002538789,0.02006923,0.111050531,0.042994663,0.035423372,0.142768785,-0.014784876,0.141041189,0.263000965,1.000000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,884.0,0.173441723,0.126071215,0.281434119,0.242372796,0.049983744,0.089614421,0.050348412,0.110868327,-0.048099346,-0.086486056,0.03243766,-0.013442081,0.054321505,0.084610827,0.259444028,0.350703895,0.275226504,0.277441323,0.118670151,0.00218524,1.000000477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,885.0,0.251463711,0.228999496,0.278701961,0.256818116,0.048714805,0.139276832,0.207392722,0.2478185,0.066518009,-0.126658708,0.112896957,0.090580985,0.018106814,0.167878091,0.298315048,0.27703017,0.290453196,0.465880603,0.220562726,0.207859159,0.28987664,1.000000477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,886.0,0.237884298,0.099604785,0.26153326,0.152294472,0.063414216,0.11144346,0.060382254,0.233835369,0.101699263,0.09706033,-0.016387604,0.021296464,0.100927442,-0.031671584,0.23985894,0.20087558,0.257637382,0.120130196,0.134319991,0.171925694,0.2513991,0.244988024,1.000000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,887.0,0.146429032,0.083153367,0.112270191,0.104206681,0.079695076,0.077509984,0.159579754,0.025728047,0.048208155,0.005033674,0.110643648,0.131355196,0.175710678,0.375441581,0.057660028,0.090100467,0.067498177,0.061496016,0.145007759,0.082102627,-0.010622106,0.091751985,-0.005435428,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,888.0,0.255265474,0.28336063,0.192168951,0.210853294,0.0847857,0.035634387,0.1696226,0.167680457,0.04928128,-0.11151538,0.049918227,0.060844637,0.081877366,0.118805051,0.306168377,0.312959224,0.221592665,0.439406276,0.203403682,0.117591321,0.29569912,0.435087323,0.102547199,0.112958767,0.999999821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,889.0,0.151015982,0.233922273,0.281567425,0.28552857,0.038958792,0.082492627,0.244149446,0.139459938,0.134041324,-0.046086658,0.16324234,0.0040817,0.04171171,0.222401798,0.268505871,0.265867531,0.194629997,0.28106904,0.111832857,0.092664823,0.161706626,0.220073193,0.085170776,0.126740888,0.27977109,1.000000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,890.0,0.204951435,0.222927243,0.143636033,0.195936322,0.102995381,0.210240036,0.085650444,0.193495959,0.163539112,0.064492702,0.133743018,0.123643413,0.023356371,0.203860655,0.092178687,0.070571527,0.157111257,0.191442773,0.110589765,0.088945843,0.008495783,0.274088651,0.032836936,0.184302479,0.21125944,0.208506882,0.999999821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,891.0,0.163763881,0.121546805,0.172585577,0.211063236,0.204976141,0.204402938,0.144762129,0.190729603,0.116623886,-0.077347495,0.133257285,0.090985037,-0.049832158,0.18463552,0.203075707,0.181156829,0.178309545,0.173268288,0.219922379,0.047969118,0.16858086,0.166608676,0.315424174,0.011824043,0.183935523,0.221799105,0.139187336,1.000000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,892.0,0.284097254,0.260090947,0.298064947,0.228652388,-0.013818881,0.061637457,0.165182769,0.31534344,0.077449322,-0.01618417,-0.020521229,0.058383897,0.023030069,0.064106904,0.354156792,0.203520536,0.381322086,0.299675524,0.096554115,0.084774435,0.255751967,0.371297657,0.372419357,0.133173779,0.235964984,0.229478031,0.225577742,0.225279957,1.000000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,893.0,0.107346699,0.40296188,0.051488213,0.017526645,-0.02000827,0.029921332,0.152426392,0.137277529,0.077317633,0.052901469,0.031471852,0.009441737,-0.099231206,0.09548334,0.132984355,0.228453428,0.130667806,0.18942593,0.074986584,0.004059426,0.10118065,0.178428024,-0.065871954,0.092653811,0.395720512,0.332530379,0.276629001,0.110656239,0.172839761,1.000000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,894.0,0.043914825,0.164313555,0.125354424,0.237360984,0.136441305,0.078949988,0.187612772,0.273706019,0.075265437,0.009940762,0.014797831,0.00858666,0.034753624,0.172991782,0.237418771,0.110269167,0.148808792,0.237694681,0.098256901,0.130343288,0.115791485,0.22442165,0.005254877,0.085420251,0.247288555,0.356490731,0.204182237,0.186346784,0.146996617,0.291586757,1.000000477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,895.0,0.206914425,0.29579556,0.202355102,0.262303412,-0.024465768,0.025685769,0.166030914,0.169353843,0.136760488,0.059197232,0.024684934,0.095465556,-0.033297211,0.109923959,0.246890798,0.225071356,0.333596587,0.385984898,0.14663291,0.087299332,0.159224361,0.362649739,0.091170892,0.05966787,0.401245654,0.240092099,0.420769006,0.088379391,0.308947504,0.530649781,0.265534103,0.99999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,896.0,0.255792797,0.155114084,0.19686532,0.219489008,-0.012823982,0.079541504,0.225000948,0.114837751,0.041413389,-0.003573388,0.169365048,0.078286305,-0.029095218,0.137490928,0.098505124,0.21380055,0.124172524,0.224557921,0.160860449,0.220072091,0.191187412,0.337787449,0.095507562,0.114008702,0.309081674,0.283054084,0.262591928,0.1115335,0.272573918,0.45052129,0.238752842,0.500649214,1.000000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,897.0,0.349092424,0.401613474,0.254529238,0.197047472,-0.007918727,0.0575913,0.209285945,0.279101491,0.105959266,0.050018758,-0.006423,0.07042522,0.052973781,0.067002445,0.33415857,0.31065166,0.36838001,0.456857145,0.218761861,0.090386756,0.236056328,0.471012533,0.211622834,0.101937227,0.440104246,0.186324671,0.351704061,0.238480389,0.530153036,0.379758656,0.188469991,0.548667848,0.437792778,1.000000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,898.0,0.28690201,0.267305315,0.302297771,0.322786212,0.127933323,0.069424883,0.280523449,0.302416831,0.142339498,0.01183684,0.076092348,0.091538481,0.052301329,0.158121064,0.272120625,0.244553104,0.267603219,0.399033904,0.26983285,0.171022251,0.212669939,0.385292858,0.173029289,0.162115157,0.328927457,0.402389407,0.367685854,0.201172307,0.391494751,0.293716729,0.318323433,0.55075568,0.479060113,0.518814623,1.000000477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,899.0,0.0269369,0.132406428,0.042277873,0.121690631,-0.011008333,0.13152197,0.079003431,0.131907254,1.000000119,-0.011788579,0.009004403,0.068864629,0.019650949,0.09891133,0.084687777,0.03535204,0.085373618,0.044430539,0.02802499,-0.018032869,-0.048099265,0.066517979,0.1016993,0.04820814,0.049281269,0.134041399,0.163539127,0.116623849,0.077449366,0.077317625,0.07526546,0.136760533,0.041413415,0.105959319,0.142339483,1.000000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,900.0,0.215783179,0.127543747,0.639663458,0.251868129,0.199105054,0.113447607,0.169231594,0.125537813,-0.012342252,-0.016068047,0.07712058,-0.035780564,0.019152744,0.10098736,0.539485216,0.343144357,0.462955862,0.261160493,0.195118546,0.023807853,0.366400331,0.208429933,0.170772895,0.037245862,0.219330132,0.204765514,0.112734832,0.172137201,0.221951336,0.046580128,0.127160668,0.157259494,0.121070974,0.16937229,0.227523044,-0.012342252,1.000000477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,901.0,0.301744938,0.107738458,0.313396335,0.201506764,-0.032660075,0.037173051,0.162539601,0.129980549,-0.007165292,0.067187369,0.039139029,0.06078843,0.047297537,0.057566304,0.259610027,0.217885613,0.306067765,0.269975126,0.184843034,0.116845705,0.256607771,0.332880437,0.378633559,0.069763795,0.219501734,0.153948992,0.009492531,0.183490857,0.232788667,0.049191087,-0.00926438,0.266234338,0.217551023,0.331947058,0.259185433,-0.007165292,0.237624198,0.99999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,902.0,0.137763664,0.252526224,0.121246696,0.013548687,0.084054723,0.177194953,0.101313815,0.254070997,0.053463414,0.009424502,0.100381449,0.10624858,-0.001424469,0.029808424,0.251683861,0.230673134,0.184430555,0.165505081,0.070449792,-0.073754176,0.129433811,0.196220219,0.222495854,-0.086044505,0.166175604,0.090141572,-0.018225493,0.321075499,0.042276606,0.117807798,0.079218842,0.0534532,0.014376648,0.152299002,0.000426471,0.053463414,0.236630976,0.224236339,0.999999762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,903.0,0.0269369,0.132406428,0.042277873,0.121690631,-0.011008333,0.13152197,0.079003431,0.131907254,1.000000119,-0.011788579,0.009004403,0.068864629,0.019650949,0.09891133,0.084687777,0.03535204,0.085373618,0.044430539,0.02802499,-0.018032869,-0.048099265,0.066517979,0.1016993,0.04820814,0.049281269,0.134041339,0.163539112,0.116623849,0.077449366,0.077317625,0.07526546,0.136760533,0.041413415,0.105959319,0.142339483,1.000000119,-0.012342195,-0.007165313,0.053463522,1.000000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,904.0,0.198467672,0.221089005,0.211390883,0.088733867,0.15563646,0.180201903,0.110479496,0.336380929,0.089514524,0.075470395,0.028310871,-0.026546542,0.002885563,0.067336649,0.173837364,0.134939298,0.136643291,0.15585582,0.322612524,0.138124928,0.081590526,0.19111535,0.386618674,0.089550629,0.089883208,0.183773354,0.013707163,0.306340873,0.244024634,0.139338702,0.174537763,0.097194865,0.203897193,0.260093927,0.226093352,0.089514524,0.14825584,0.267849565,0.202634752,0.089514524,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,905.0,0.1810067,0.203702331,-0.048303626,-0.083334304,-0.075012602,0.390545398,0.013605962,0.183662385,0.07613536,0.065823555,0.174500763,0.054241918,0.07073272,-0.064781614,0.040227227,-0.020274039,-0.010742463,0.052171163,-0.0372058,-0.022649582,0.008527089,0.033931613,-0.00084151,-0.045967571,0.048390627,0.065989688,0.062398233,-0.038514197,0.079483174,0.082455218,-0.032457858,0.138002321,0.014630398,0.098984331,0.036615565,0.07613536,-0.017798126,0.000207942,-0.001450872,0.07613536,0.119518958,0.99999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,906.0,0.025825892,0.091063499,-0.043915667,-0.062498696,0.00624641,0.075044744,-0.076597273,0.215511844,0.002653576,0.038369775,0.034080748,-0.001202472,-0.017906532,-0.02186236,-0.089966208,-0.07909745,-0.026049303,-0.048950747,-0.004796172,-0.11041224,-0.044128083,0.047940057,0.146209344,0.047512993,0.026884068,0.021931237,0.126334101,0.091615893,0.13360703,0.15221566,-0.094705105,0.078869581,0.035648912,0.022474976,0.09751191,0.002653576,-0.044347815,0.022367729,-0.101002678,0.002653576,0.242430598,0.305541277,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,907.0,0.228723213,0.236155748,0.292158008,0.277237117,0.219281554,0.134053856,0.125581175,0.338624775,0.077791885,-0.013533372,0.057848364,0.020544469,0.162394598,0.235022888,0.18976441,0.135147825,0.198948339,0.122425124,0.186664581,0.073350713,0.19056873,0.260377944,0.361476362,0.231627986,0.164517209,0.216204375,0.239866585,0.407529652,0.386885434,0.087693185,0.165272832,0.15714401,0.089442737,0.184871674,0.343225002,0.077791885,0.223776758,0.176397741,0.158248141,0.077791885,0.27198571,0.033167355,0.249894768,0.999999881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,908.0,0.111234218,0.120640785,0.042603344,0.074237734,-0.090357095,-0.093521416,-0.00064671,0.079888403,0.022044677,-0.018986708,-0.060186464,-0.045639109,0.030602418,0.049003024,0.1376912,0.096217111,0.150175303,0.159957573,-0.004096013,-0.006144001,-0.022349652,0.112752967,0.031948663,0.200109035,0.229679376,0.103526816,0.010148227,-0.024202427,0.129110694,0.176403388,0.037063386,0.12550047,0.133108526,0.106602795,0.044940948,0.022044677,0.041913815,0.029487438,-0.018976651,0.022044677,0.035776451,-0.023244645,0.258800179,0.074420631,1.000000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
